tweet,label
RT   You 're jealous bitch ,1
RT   hos will literally do ANYTHING to say they got a nigga dawg ,1
RT   All my bitches bigger than me they where sizes 9 - 11 so I ca n't fit they shit I 'd looked dumb af ,1
RT   my friends are all dumb hoes who i do nt even like ,1
RT   y all females really be cool with cuffin hoe ass niggas   nope . could n't be me . ,1
RT   Twitter should dump the little blue bird mascot and just officially change it to a set of boobs . ,0
RT   Never go full retard ,0
"RT   The nicer you are , the easier you 're hurt . So just be a bitch ",1
RT   i m not shy or quiet i m just chilling bitch ,1
RT   You 're such a bitch Me ,1
RT   I 'm such a sarcastic bitch its beautiful ,1
"RT   once i take my bra off , don ask me to do shit for u bitch bc once that bra comes off , i am clocked out of lifei am do ",0
RT   when other girls wear beanies they look cute   stylish but when i wear them i look like a member of a drug cartel who sel ,0
RT   School is so pointless . I 'm just trying to pass the class and get out this bitch ,1
RT    White twitter when they get in an argument   i would ve bitch slapped her into ,1
RT   fuck a closed casket bitch put me with the treeslet me rotthrow some seedswater me and give me leaves ,1
RT   Smoke sum bitch ,0
"RT    no ... I want 1 billion dollars ... 4 bad hoes from da islands ... and a fine ass genie bitch , but datz none of ",1
RT   i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY - PART 1 ,0
RT   Ion even ask lightskin bitches for nudes nomo fuck y' all ,1
RT   DC Fri 13 Bengali Harlem   Lost Histories South Asian Am readingconvo   14th St cc   ,0
RT   In DC Fri 13 Bengali Harlem readingconvo   14th St     ,0
RT   It 's to the point that I do n't enjoy watching Harden anymore . He constantly does that and it pisses me off . Stop being a bitch ,1
RT   LMAOOOO White people lmaoo Filth . When she says Come get this pussy ,1
RT   Stevie J proved that you can turn a hoe into a housewife .. ,0
"RT   You MINE meaning respect the fact that I do n't want you talkingchilling , or anything with a bitch that use to like you ",1
RT   when a bitch trying to flirt with my niggga ..... I be like ......   ,1
RT   Falling in love is easy . Its falling out of love that 's a bitch . ,1
RT    i m queer as a three dollar bill and my first response to her coming out was sarcastic ' wow really ? never ,0
"RT    what gerry sends me , that damn jig a boo ",0
"RT   do n't play games with a girl who can play better , bitch . ",1
RT   I do n't know a bitch in the world that claim they too busy for a nigga they really fuck with . ,0
"RT   Attack animals , last house on the left by the lake , and she got colored eyes ... we should have known . Lol ",0
RT    hate when i lose something and my mom says   i guess it was n't that important like bitch you lost me in a grocery st ,0
RT   There was a fly that was banging into all the windows and I called it retarded but then I thought to myself umm I 'm talki ,0
RT   Great pussy will have you doing shit you would think you would never do ,1
RT   Yall ever was In the car with ya moma before and you singing every song come in and she be like bitch you know that sch ,1
RT   True life I 'm an emotional clingy bitch ,1
RT   I have zero hoes ,1
RT    Freeze bitch i 'm gon na steal your heart ,1
RT   Mansion Elan tonight bitch ,0
RT   I 'm such a bitch lmao I really just say what 's on my mind though ca n't help it ,1
"RT   Luckily for my friends I 'm a yellow belt in karate , which is unfortunate for the bonner dudes ",0
"RT   Lol why they tryna make mimi out 2 b this bad bitch ? She is sooooo weak it makes me mad , and she fucks like a 6th grader ",1
RT   Jackie weird .. like bitch hang with ppl ya age ,1
RT   you can ride for a nigga ya whole life new pussy fuck it up in one night ,1
RT    bitch please i do nt even make my own food ,1
"RT   Hoes be calling hoes , hoes , when they know they just as much of a hoe as the other hoe they calling a hoe . ",1
RT   Myspace Died a couple of years ago . Facebook In the hospital . Twitter At the strip club throwing ones at the big booty hoe ,1
RT   Ratchet bitches be like my name is Shaniqua assSofatHairSoReal brown get * claps * it * claps * right * claps * ,0
RT   you re becoming a real bitch on this car ride . - john on me not caring whether or not fountains of Wayne makes money on tour ,1
RT   Tbt I tried on French 's outfit for the Freshman cover at that shoot high as fuck off weed brownies ,0
RT     all my hoes stay mad at me i keep em hot guess they got a fever ,0
RT   I feel bad for all the homies that suffer from canker sores on the reg . those bitches hinder the spirit ,1
RT   Hehe hoe quotes ,1
RT   I need a guy that can put me in my place bitches that think they 're zoo animals ,1
RT   Every girl goes thru her hoe phase her freshman year in college ,1
"RT   Niggas got a girl , why the fuck you asking girls to text you ... hoes man hoes ",0
RT   You hoes getting outta hand ,1
RT   You women are not wild animals ... (well some ) you can control your own attitude and put yourself in place u dumb bitch ,1
RT   It 's Britney bitch . ,1
RT   When you look like trash and someone compliments you ,0
RT   bitch you guessed it ,0
RT     Lana ...... it ai n't nuttin ' ta fuck that bitch dawg ,1
RT          Duckburgh ,0
RT   twinkle twinkle little star I fucked your bitch and stole your car ,1
RT   bitch nigga qualities is all you can provide . ,0
"RT   Yo bitch , what cho name bitch ? I wanna fuck ya bitch . -Jacey ( the things she says to me doe )     ",1
RT   Oreo Speedwagon ,0
RT   I 've talked too much trash for OU to lose today .. ,0
RT   You 're a cunt . Screen shot that ,1
"RT   Yes , yes I know all about the FOB reconciliation . IT WAS MY IDEA You 're welcome . ",0
RT   You got niggas   i got bitches ,0
"RT   Last time   auditions came to Dublin , I auditioned   and   And a man in a blue monkey s ",0
RT    All These hoes sooo average   of course ,1
"RT   maybe y all hoe ass niggas should start considering girls feelings shiii , think about if a nigga is doing what you 're doing , ",1
RT   The incredible scales of celestial bodies . ,0
RT   that 's the type of bitch that I hate ,1
RT    you little stupid ass bitch i ai nt fucking with you ,1
RT        yes she is ghetto bitch ,1
RT    she s one of the ugliest women I ve ever seen . Cross between a reptile and a crow . ,0
RT   Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq ,0
RT   Fuck   she 's a basic bitch ,1
RT   My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill ,1
RT    nun fucking bitches getting money ,1
RT    ily ur a bad bitch ,1
RT   i really do get excited to see my bad bitch association in lunch everyday they always make me laugh ,1
RT    np big nig nig ,0
RT    ya by being your bitch ) ,1
RT   I love me some down ass bitches . ,1
RT   I wish I had pretty colored eyes . ,0
RT    r u african because ur a frican bitch ,1
RT   If you 're a freshman and you 've fucked 14 of the boys in the senior class .. You 're a hoe . ,1
RT    Pretty bitches rep Taylor Gang   lmfaoo ,1
RT   Like bitch . You already know the answer . It 's all for bri ,0
RT   shimmy shimmy ya bitch ,1
RT    Is you a girl or a guy is you my mom or is you my dad ? I m a butch dyke ,0
RT   I believe the time for uncouthuncivilised people to be sentenced to death for racial slursattacks against NE citizens ... ,0
RT   Only an extreme lowlife bitches abt her juniors in public   .. Rajdeep Reveals His Ugly Character In NY ,1
RT   Report what u want . But physically chasinghounding is uncivilised ..   .. Also in case of BansalGadkari ,0
RT   * claims hoes do n't exist * * uses hoe in her name * ,1
RT   Y'all look fucking retarded with y'alls pants down to your ankles . ,1
RT   When you know you dealing with hoe ,1
RT   Amanda wants Fizz to protect her . This dude told yo ass on MULTIPLE occasions to let this bitch be . ,1
"RT   do n't ever be afraid to double bitch down.ppl always expect you to be like , i 'm sorry if i got loud . or , i 'm sorry to s ",1
RT   i thank every broad in the universe who takes that step forward   colored contacts in her eyes.that's one less person ,0
RT    gets irritated by jealous bitches . ,1
RT   Come On Yankees Lets Keep This Game Going We Must Win ,0
RT   An   inmate sums up what   return means for     ,0
RT   hell yeah benihana up in this bitch ,1
"RT   you called me a pussy , tough guy ? let 's see how Tegan * kisses right bicep * and Sara * kisses left bicep * feel about that ",0
"RT   Martin Short On - CONAN - Oct 3 , 2014With your yellow skin and red hair you look like a   pencil . ",0
RT    on the most corrupt administration EVER in the WH   Harry Reid is his bitch . ,1
RT   Y'all have six different personalities and 3 different bitches you spit game to and lie 247 but WE need to grow up ? Lm ,1
"RT   Good morning to you , too , sunshine   dirty bitch ",1
RT   In which I refresh dhimmi Seattle mayor Ed Murray 's poor memory of city 's long history as a jihadi breeding ground== h ,0
RT   Mass. GOP Gov .- elect Charlie Baker No driver 's licenses for illegal aliens = =   ,1
RT   All these forms and bitch you still do n't get what I 'm saiyan ,1
RT   Cuz bitches love pizza ,1
RT   When Lil Wayne said ' why give a bitch ya heart when she rather have a purse ' ,1
"RT   bitches came over , yeah we threw a party ",1
RT   But then again i ai nt never worried bout no bitch nor nigga ,1
RT    Donnas taxes are gon na go up . ,0
"RT   It 's paid for , only 30 K miles , and the bitches ALWAYS have my money .   ",1
"RT    This bitch is dressed for church , the club , the gym , and to slay vampires   ",1
"RT   realest tweet i seen today   Dyke bitches are rehab for hoes . And once i m healed , back to the dick I go ",0
RT   These bitches    Fine Fare Supermarket ,0
"RT    If you call my mom a bitch , your getting knocked out . mamas ",1
"RT   Sonia never criticises Kejriwal . Kejriwal , who trashes every other leader , never criticises Sonia . Touching . ",0
RT   I think I 'm addicted to naked pictures and sitting taking bout bitches that we almost had ,1
RT   i look at EVERY bitch ass that walk past me ,1
RT    Hoes always say they a rider bitch stfu and ride this dick lmaoooooooooooooooooooo ,1
RT    How do you cheat on this ?    just like any other female with a pussy so who ,1
"RT   If your pussy was a book , I 'd read up on it ",1
RT   I see y' all   which one of y' all side bitches made this   ,0
RT   Charlie wears women 's clothing ,0
"RT   Niggas all about sex now days . Unlike you bitches , i jus want somebody who gone better me as a young women ",0
"RT   You can do anything you want in life , just do n't be a fucking bitch ",1
"RT   Whatchu know bout livin in the ghetto , eating cottage cheese 3 times a day . Lil salt Lil peppa lil A1 , Lil barbeeequeee ",0
RT    straight guys take a picture of themselves naked in a hot tun . What fags    ,0
"RT   Ezra Miller , an openly queer male , is playing the Flash , making him the first openly queer male to play a lead superhe ",1
RT   At this point every voter in Florida has voted both for and against Charlie Crist . ,0
RT   Sack number 3 for Trent Cole fuckin that bitch up ,1
RT   Me   Wes in this bitch dead ,1
RT   Teachers trying to pronounce ghetto names on the 1st day of school .... ,0
RT   Offseason Outlook New York ,0
RT   fuck your gpa bitch i m a lot smarter than you ,1
RT   Like these bitches that have green eyed curly haired kids on their IG talking about my future child ,1
RT   When they said lifes a bitch .. They really meant it . ,1
RT     Kim always being nasty . Pussy hungry bitch   at me never hungry ,1
RT   Musty pussy maggot bitches tryna lick my sac for riches .   Fuckemx3 ,1
RT   If you like After Romeo chances are I think you 're a faggot . ,0
RT   God is a Yankees fan . ,0
"RT   As grandma used to say , stop being a whiny little bitch and eat the fucking gluten . ",1
RT   Free bird ,0
"RT   I fucked your bitch ,   how you feel ? ",0
RT   This image of Peshmerga giving the heave - ho to an ISIS flag really brightened my Friday . Kick their sorry butts ,0
RT   I occasionally go to play flappy bird and then I die before getting one and remember how much I hate it . ,0
"RT   Wow , Henry Waxman gets caught in a CLASSIC Charlie LeDuff segment after Charlie comes to DC for today 's GM hearing ",0
RT   All I 'm sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain ,1
RT   Rock out with your cock outJam out with your clam out ,1
RT   Poll Florida Governor Rick Scott is leading Charlie Crist by five points . ,0
RT     buy the girl stuff you twink ass bitch ,1
"RT   Hun , I 'm quitting my job and going to learn to become a psychic . Now I know what you 're thinking , well not yet . I 'm going to ",0
"RT   you up , Charlie Brown ? ",0
RT   Thanks to   I have learned way more than I ever wanted to know about birds ... ,0
RT   Chael P suplexin motherfuckers on their domes and shit ,1
RT   bitches be like if you come over were not fucking but it happened   she shaved bitch knew wassup ,1
RT   I do n't tell bitches I show bitches ,1
RT    this is n't tea anymore   How do bitches Peep everything but still getting cheated on something not addin ,1
RT   Tell a girl to calm down she 'll act like you just kicked her in the pussy ,1
RT   Whore slut cunt bitch nigga ,0
RT   Fucking hate ignorant ass bitches ,1
RT   Why give a bitch an inch when she rather have nine ,1
RT   grab her booty in front of niggas that want hergrab her booty in front of bitches that want you ,1
RT   You left prom camping first day cause you 're a bitch boy . ,1
"RT    Hey   , the jig is up . Even democrats are through with you .   dems are raci ",0
RT   i still live with hope that one day a hot rich boy will fall in love with me even though i m trash ,0
RT     it 's knives bitch ,1
RT   Just to settle it once and for all Which came first the Chicken or the Egg ? The Egg -- laid by a bird that was not a Chicken ,0
RT   Jk I 'm above the Influence guys   I 'm a graduated D.A.R.E ass bitch ,1
RT    did u steal those glasses haha stupid nigger ,0
RT   This is n't some privilege to be thrown around all willy - nilly . You 've got ta earn the right to call me a bitch . ,1
RT   PM Last night this incitement was translated into the murder of a father traveling whis family to celebrate the first nig ,0
RT   Here 's your first look at Charlie Cox as Matt Murdock in    on    ,0
"RT   A person needs just three things to be truly happy in the world someone to love , something to do , and something to ho ",0
RT   Look at y all bitches for the child support keep getting pregnant ass bitches ,1
RT   When hoes feel like their photo did nt get enough favorites ,0
RT   Oh my goodness do I hate Chinese people . Fucking zipperheads ,1
RT   Dis bitch jus blew my high ,1
RT   Sooo many classless hoes enough ladies ,0
RT   You know a girl is a hoe if her Instagram is n't private ,0
RT     who better 2 b the Manchurian candidate . Think abt it we bitch abt his policy and he screams racism . ,0
RT    is a pussy ,1
RT   Remember in 2001 when the Yankees were in Boston and the crowd was cheering USA instead of Yankees suck I love baseba ,0
RT    you 're secretly a Yankee fan You 'll admit it some day ,0
RT   Yankees winnnn ,0
RT   Bae go talk to your other hoesMe ,1
RT   Panera with my bottom bitch ,1
"RT   Big dreams , cause that small goal shit is for the birds . ",0
"RT   I promise , the last thing you wanna do is be a bitch to my sister in front of me . Do n't poke the lion .. ",1
RT    Twitpic your reaction if you find out the love of your life selling pussysold pussy on backpage ,1
RT     trash ,0
RT   CEO tells Daily Show   retarded could work for $ 2   worth what you worth ,0
RT   Shout out to all the bitches who do n't have to dress half naked to get a mans   Stay classy ,0
"RT   if ur mine , its obvious people are gna hit on u cause ur obviously attractive . but if u flirt back its a problem bitch ",1
"RT   I 'm rich , bitch . ",1
RT    AO got bitches at home scrolling IG like ... ,1
"RT   My favorite   line so far has to be being blind must suck , because you ca n't ever be an asshole . Made me ho ",1
RT   Aw y' all some hoes hating on that girl that looks like a dude ,0
RT   When you see bae retweet or mention some hoe ,1
RT   girl logic if I say bye I do n't actually mean itthen do n't fucken say bye you dumb bitch . ,1
RT   Smoke good weed with a bad bitch ,1
RT   wtf ling ling did you at least calculate the circumference when you threw that ass in a circle ? ,1
RT   We accept the    from the     We challenge the     ,0
RT   You a hoe   I just thought you were cute that why I kissed you ,1
RT     Wetin happen ? school will just be behaving like pussies ,1
"RT   So not ready for the new year , new me tweet bullshit to comeYou the same hoe you was last yearChill the fuck out ",1
RT   This is a true ride or die bitch   ,1
RT   stfu hoe I 'm proud to be African American - Proud African AmericanI'm proud to be white - Racist ,0
RT   I see people tweeting what if the purge comes to my city bitch the purge ai n't no tour ,1
RT   Ann Coulter admits on FOX News that America has a negro problem .    ,0
RT   If your girl did n't camp out overnight to buy you the iPhone 6 your pee pee is trash ... ,0
RT   I 'd go crazy if these animals like them grabbed my mama like that . I ai n't going out like no bitch ,0
RT   If I was a girl like that u would probably eat my pussy - Jasper ,1
RT   Damn I hate a bitch that like to argue and shit ,1
RT    my nigga really tried to save his bitch lol ,1
RT   Mother 's Day is n 16 mins . Y'all bitches picked y' all kids up from yo mama house so u can have 24hrs of custody n Instagram p ,1
"RT   I want a crazy bitch , they be loyal af ",1
RT    i m a eat that pussy all filthy ,1
RT   y' all hoes so annoying ,1
RT   brought to you by bad bitches and good weed ,1
"RT   Damn , I got bitches * kanye voice * ",1
RT   I ca n't be worried bout no bitch cause that bitch could be somewhere sucking dick ,1
"RT   I wo n't love you , I ca n't love youUnless that pussy got some super powers ",1
"RT   it 's crazy . if a female cheats , it 's so wrong . she 's every type of hoe there is but if a guy cheats , there 's all these justific ",0
RT   You 're the biggest cunt I know ,1
RT   Stacy 's mom does n't have shit going on . Twitter bitches have it all . ,1
RT   this is very annoying to me i m gon na vomit out of annoyance bc i am a little bitch ,0
RT   bitches be acting different   buuut it 's cool ,1
RT   when bitches spread rumors about you    ,1
RT   hoes be like i 'm a virgin . ,1
"RT   kim kardashian is making $ 200 million from in app purchases from her game . and you all call her dumb , bitch she 's a damn gen ",1
RT   maybe nobody likes you because you 're a bitch ,1
"RT   she stole my shit , what a little niglet . ",0
"RT   I swear , a yung nigga use to wanna be a heartbreak kid Shawn Micheals   Razor Ramon both had bitches ",1
RT   I ca n't stand to be around ghetto girls . ,0
RT    Some bitches need to get a life ,1
RT   I 'm a tall big booty bitch wtf lol ,1
RT   It 's 220 and me and Bruno still up in this bitch lol ,1
RT   Then I 'm a loud outgoing bitch lol ,1
RT   First I need some pussy tonight ,1
RT   Soup is so much better when you have enough crackers to crumble in it to make it into a casserole ,0
"RT   First off , fuck your bitch . And the click you claim . ",1
RT   you tell ya business to ah bitch so I ca n't trust ya ,1
RT    Lastnight     hoe that 's your work outfit ,1
RT    There 's more than one way to skin a monkey --Barack Bushmeat Obama   ,0
RT    what would u do ? ..    that bitch down the stairs ,1
RT   It 's unfortunate that everyone thinks I 'm a bitch before they even meet me    ,1
RT   * * WOW * according to this tweet by   Obama must have been an Uncle Tom ? ,0
RT   The day I have clear skin will be the day I 'm the happiest cockiest bitch alive ,1
RT   My soul mate probably some ho around the corner ,0
"RT   where 's the girl I could pack this bowl with ? I know u out there hoe , quit playing ",0
RT   Niqqas talk more then bitches these days . ,0
RT    Rick James ai n't even slap his bitches that hard ,1
RT   Who spotted the looming yellow crown on tonight 's   ,0
RT   Charlie Sheen is engaged to a porn star . I ca n't be the only one thinking she can do a lot better . ,0
"RT   Yesterday , the caged bird sang the blues . RIP ",0
RT   Some birds are n't meant to be caged ,0
RT    lol and your response was bitch do I like pregnant ? ,1
"RT   Legendary year . Speaking of ' 09 , that years pussy was phenomenal . ",1
RT   These hoes want my belvita ,1
"RT   Dear god , make me a bird so I can fly far , far far away ",0
"RT   If preferring to be barefoot makes me a basic bitch , sign me up . Do I get a free Mason jar ? ",1
"RT   when you tell the chick - fil - a cashier thank you , but that bitch do n't say my pleasure ",1
"RT   Raven Symone 's hair be like , I 'm not colored , I 'm American . ",0
RT   they might be called 5 seconds of summer but their songs are 3 minutes of trash ,0
"RT   Listen here you beautiful bitch , I 'm about to fuck you up with some truth . ",1
"RT   In the Yankees draft room , they had a huge picture of Greg Campbell with the message , this is the makeup we 're looking for . ",0
"RT   Run DifferentialsMets -14 , Yankees -32 . ",0
RT   That the Yankees have won four straight Shane Greene starts and 7 of 9 speaks to his stability in a season of starters ' emergen ,0
RT   these bitches ai n't real . ,1
RT   mcm   tomorrow 's 6 months   everyone who said we would n't last . Proved you bitches wrong   ,1
RT    not about you fag . I miss you like crazy ,0
RT   Ocho is approaching bitches ,1
RT   People who focus on skin tones for dating someone are fucking retarded and brainwashed . ,0
RT   Man robin thicke all on black tv trying to get that pussy back ,0
RT   Idc about y all bitches yo ,1
RT   i m laughing so hard lay is the un - loyalist of hosplea ,0
RT   Republican Rick Scott has been reelected   defeating Democrat Charlie Crist .   ,0
RT   All tha bad bitches need to go to   concert in bham tonight . ,1
RT   I 'm a little teapot short and Irish   artist of the year   ,0
RT   Bitch said I lie too much bitch you ai n't worth telling the truth too ,1
RT   Tbh I left all my hoes alone ,1
RT   When bitches spread rumors about you ,1
RT      we gave bitches something to be mad about . ,1
RT   I be hatin when hoes be comin to me like I 'm finna save them   bitch u better get out here and get it ,1
RT   Monkey see   do hoes ,1
RT   I hate a dumb bitch . ,0
RT   Pussy this pussy that ,1
RT      bitch you did n't feed me . You asked my to buy you a burger   lmfaoooooo no ,1
RT     bitch you not coming ,1
"RT    That 's fucked up when a bitch you fw , down talk you .. Then with hoes they claim they do n't fw   funny . ",1
RT      lol bitch run ya bands up .. You know I 'm dumb hate a broke bitch ..... I hate em ,1
RT   What you bitches fail to realize is these niggas do n't really be moving on   they still be fucking with that SAME BITCH ,1
RT     hey do n't call him a bitch ,1
RT   Words from jac .. You ca n't save every hoe .. You got to let them hurt . ,0
RT    you about to get all the hoes now lol ,1
RT   Do nt message me your number and tell me to text you .... I 'm not your bitch lol ,1
RT   My favorite childhood memory was when my mom found my stash of 30 Xanax then was slightly less of a bitch for exactly one ,1
"RT      Lights 10 m 33 ft 100 LED   string   for OutdoorIndoor , ",0
"RT   Sweet treat at lunch today - raspberry gelato , gin+juice sorbet   brownie gelato   Thursday - ca n't wait ... ",0
RT   The problem with retard liberals is they think Supply   Demand means Supply me with everything I Demand . ,1
RT   Is Nick Jonas a hoe for squeezing his dick ? Is Nick Jonas gon na have leaked nudes ? Is Nick Jonas less of a role model ? ,1
RT    why these hoes acting like they not getting fucked   sucking dick   but I ai n't saying nothing ,1
RT   I know u dawg hoes bck in style ,1
RT   white bitches love cocaine ,0
"RT   When your man call you a bitch when y' all arguing he do n't think you really a bitch , you just actin like one ",1
RT   We ai n't friends hoe ,0
RT    90 % of niggas goofy and act like bitches YOU AINT LYIN ,0
RT   So proud of mahanain   she still a hoe tho ,0
RT   Jeter to A - Rod . From class to trash . ,0
RT   Who wants to chill on campus w me   throw bibles at bitches taking the walk of shame ,0
RT   nerds are cool because they get really judge - y about other nerds being passionate about things they are n't passionate abo ... ,0
RT   Duchess of Cambridge to present the first yellow jersey   ,0
RT    Stop   playin bitch   you know I 'm MVP ,1
RT   I hate it when a bitch know I do n't fuck with her   she really trying to talk to me like we cool nahh bitch foh you do n't ,1
RT   She was like I do n't go to raider games . They are ghetto and people get jumped lmao I was like well the shit sound lik ,1
RT   need my dick sucked .. fuck 1 bitch I need   sluts ,1
RT   When I hear an ugly bitch talk about another ugly bitch   ... ,1
RT   U bitches ai n't paying my bills ...... so FUCK YOU ,1
"RT   When Joey Bada$$ said Traded in my Nikes for a new mic , I guess it 's safe to say he sold his soles for a new life . ",0
"RT   When Tupac said I ai n't a killer but do n't push me , revenge is the sweetest joy next to getting pussy . ",0
RT   When Tyler the Creator said Rape a pregnant bitch and tell my friends I had a threesome . ,0
RT   shoutout to   bitch you guessed it remix shit is ,0
RT    he bein a bitch ,1
"RT    broke , no even though Obama is working on it , bitch , no I got something between so no ",1
RT   Bill Maher mocks gullible America for missing the real enemy ,0
RT    Before I run from a niggah I 'll lose the fight ,1
RT   Mine too   This ma niggah   ,1
RT   Bible You a hoe if you already got New Years Eve plans ,1
RT    yeah bitches ,1
RT    Idk why I love skinny girls they got good pussy ,1
"RT    lol oh godddddd , bitch is you really coming   how late you gon be lls ",1
RT   Ugly bitches definitely disguste me   ewww yuck ,1
RT   She said I got to many hoes ,1
RT   I inhale white exhale nigger ,1
RT   Flappy bird is dusty ,0
RT   i hate when people ask   you tryna look good for ? bitch myself bye ,1
RT   bad bitches ,0
RT   that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga ... gimme some jiggy shit i ca ... ,1
RT   Video Renegade Cut Snowpiercer   An analysis of Bong Joon - ho sci - fi action film . Topics include ... ,0
RT   Got 5 20 % off slots for sole sauce for the early birds today Use   at checkout   ,0
RT   Got receipt ink on your soles ? no problem . ,0
RT    My ears look good    hoe in yo background ,1
RT   Keshun be like it ai nt nothing to cut that bitch nawl it ai nt ,1
RT    Kanye West is a costume not a mock of a race . girl I hate to do this but Kanye is a human not a costume but ,0
RT     that 's how I drive you bitch ,1
RT   Joseline in the audience mad than a bitch ,1
RT    Kevin Hart make funny faces .. His curriculum kinda trash .. Curriculum ?   ,0
"RT   Have a great day , you lovely fellow apes ) ",0
RT   Humans are genetically closer to chimps than chimps are to gorillas . But we are all apes . Have a great day you clever twe ,0
"RT   Jesus loves you , but everyone else thinks you 're a right cunt . ",1
RT   pussy ,0
RT   Uh oh California solar plant fries thousands of birds in mid - flight - Hot Air ,0
RT   I ai n't got no type ... bad bitches is the only thing that I like ,1
"RT   Life 's a bitch , but that 's the only love I know ",0
RT   Fox News presenters mock female pilot who took part in campaign against Isis   ,0
RT   let my shirt go bitch it 's Aeropostale wtf is wrong with you    ,1
RT   When you deep in the pussy   ,1
"RT    Ca n't believe I actually killed a cockroach . smh you a bitch , that was probably ma nigga Eduardo ",0
"RT   y all niggas think i just hang around your crib doing nothing , bitch i be getting bread too ",0
RT   Girl I wanna rip my dick off and throw it at your pussy . ,1
"RT   I put my pants on one leg at a time , just like you guys . But then I eat a plus - size model pussy in my helicopter . ",1
RT   When u finger a bad light skin bitch ,0
"RT   It 's like The Walking Dead , but with less Carl and more talking birds . ZOMBIE ATTACK   ",0
"RT   If ya chick always getting into it wit other bitches u got ta tell her that shit ain fly , and it costly ",1
RT   Bitch must have a 279.0   be related to Jesus then { GPA or Legacy How this bitch get in ,1
RT   niggas passing up good girls for hoes . ,1
RT    Women would put up with very little love as long as the man have money .. gross bitches be with broke abus ,1
"RT   Getting ready for Nevada Hump Day   Real live camels , ostriches and zebras - oh my    ",0
RT   Surprising how big of a pussy Hulk is . ,1
RT   Never cared about how another bitch saw me . I know who I am ,1
RT   My bitch makes your bitch look like precious      ,1
RT   This bitch has a death grip on this niggas balls . Smh ,0
"RT   I 'm confused . Martins Indi just drew a yellow card , but I did n't see him steal a tank from the Brazilian army and open fire ",0
"RT   . declares victory by introducing our next governor , Charlie Baker    ",0
RT   Final debate clean - up journalists sure know how to trash a lobby ...    ,0
"RT   Not . A. Fucking . Charge . Even . As . A. Juvenile . If you call   a thug at this point , just say nigger cuz it 's ",0
RT   I think it 's time to bring out the drunken monkey ,0
RT    So jus do n't be faithful cus u never kno what your bitch doing lmao ,1
RT   Travis always on my TL being ghetto ,0
RT   Want me to stamp bitches be saying anything to be down ,1
RT   when people say coloured ,0
"RT   That shit can break you down if you lose a good girl , I guess you need a bad bitch to come around and make it up ",1
"RT   Always bro niggas get crazy in any weather   This weather is trash OD , But we gon get c ",1
RT   How u talkin to hoes bout bronem? ............ why u talkin to hoes bout bronem ? ,1
RT   Bitches be fallin so Inlove w. Niggass   then he go get a new bitch   they try go get a new nigga to try to forget about the ,0
RT   That moment were u friend zone a bitch at 3 am for calling u do u now way time it is please gtf out my face homie quan ,1
RT   school is so pointless . i m just trying to pass the class and get out this bitch ,0
RT    I am taking you serious .... Kik me back nigger ,1
"RT    answer you phone hoe , I heard boutcha ",1
RT   You 're not the father   What every Mexicannigger loves to hear . ,1
RT   Kick her in the cunt ,1
RT   Too many faggots on here that think they can address me by my first name ,0
RT   I wish I was a bird so I could constantly shit on the people I hate ) ,1
RT      Yeah I know it 's Jeff 's book . The one where he admits to beating prisoners and lying abo ,0
RT    dude I had a video of these birds at my work fuckin ,0
RT   what 's with guys and fat bitches I will clearly never understand ,1
"RT   I could never mess around with someone else 's man , like that 's just clarifying your self as a side hoe . ",1
RT   Been my main nigguh since digital camera selfies   ,0
RT   Ca n't mean something to someone when they hittin up Otha bitches ,1
RT   Can you get eye cancer from reading too many Michael Douglas pussy - juice - throat - cancer jokes ? ,1
RT    i lost my glasses - velma in every fucking episode of scooby doo like damn bitch get contacts ,1
RT   What y' all hoes up to ? ,1
RT   a girl tweeted you might be ghetto if u bring food from outside into the moviesno u might be stupid if u pay 4.99 for a b ,0
RT    ugly bitch has blood on her hands for her whore ways ,1
RT   yelling my feelings about self centered not to think for themselves bitches is gr8 ,1
RT   If I ride up to your bitch in these then ... homie consider yourself a single nigga . ,0
RT   Your bitch when my Skechers light up . ,0
"RT   bitch text me goodmorning first , or something . ",1
RT   Neta bullshit aside I need to get me a bad bitch ,1
"RT    shut your nigger ass , lamar ",1
"RT   I 'll never smoke weed with Willy again . He invited that hick , Toby Keith , and I fucking hate that mongoloid ",0
RT   I say nigger with love ,0
"RT   Bros before hoes , except chicks with no clothes - Everywhere ",1
RT   My ex girlfriends telling people I sell pills and coke . Retweet if she 's a bitch . - Durant HS ,1
RT   I said thin mints bitch . ,0
RT   It 's settled . The Ding Dong is far superior than the Twinkie . ,0
"RT     Congratulations for reinforcing the stereotype for insecure , uneducated , uncivilized , ba ",0
RT   I blatantly believe that men look creepy as shit with a ghetto ass mustache ,0
"RT   Cinco De mind yo own damn business , bitch ",1
RT    LMfAOOO this bitch tongue longer than some niggas dicks ,0
"RT   Since I know you 're wondering ,   No , Cracker Barrel is not a place to buy barrels full of crackers . ",0
"RT   I do n't gang bang ho , I jus gang bang these hoes ",1
"RT   Melo will be a bitch if he leaves , and well Lebron is jus a bitch regardless lol ",1
